datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-21 17:00:00+00:00,3407.10009765625,3408.300048828125,3406.199951171875,3407.300048828125,428,0.0,0.0
2025-07-21 17:30:00+00:00,3405.699951171875,3408.10009765625,3405.699951171875,3407.60009765625,3851,0.0,0.0
2025-07-21 18:00:00+00:00,3407.5,3409.300048828125,3407.0,3407.5,2265,0.0,0.0
2025-07-21 18:30:00+00:00,3407.5,3408.699951171875,3406.199951171875,3408.199951171875,1659,0.0,0.0
2025-07-21 19:00:00+00:00,3408.300048828125,3412.10009765625,3407.89990234375,3411.10009765625,2545,0.0,0.0
2025-07-21 19:30:00+00:00,3411.10009765625,3412.39990234375,3409.199951171875,3409.800048828125,2201,0.0,0.0
2025-07-21 20:00:00+00:00,3409.89990234375,3410.800048828125,3409.39990234375,3410.60009765625,1076,0.0,0.0
2025-07-21 20:30:00+00:00,3410.699951171875,3411.5,3410.0,3410.300048828125,1020,0.0,0.0
2025-07-21 22:00:00+00:00,3410.699951171875,3413.89990234375,3410.5,3413.699951171875,614,0.0,0.0
2025-07-21 22:30:00+00:00,3413.800048828125,3414.800048828125,3412.699951171875,3412.89990234375,844,0.0,0.0
2025-07-21 23:00:00+00:00,3413.0,3415.60009765625,3412.89990234375,3415.199951171875,824,0.0,0.0
2025-07-21 23:30:00+00:00,3415.199951171875,3416.300048828125,3408.39990234375,3410.89990234375,2927,0.0,0.0
2025-07-22 00:00:00+00:00,3411.10009765625,3411.10009765625,3406.699951171875,3409.10009765625,2212,0.0,0.0
2025-07-22 00:30:00+00:00,3409.0,3411.199951171875,3406.60009765625,3407.89990234375,2475,0.0,0.0
2025-07-22 01:00:00+00:00,3408.199951171875,3409.0,3403.0,3404.199951171875,3846,0.0,0.0
2025-07-22 01:30:00+00:00,3404.199951171875,3405.60009765625,3399.60009765625,3400.89990234375,3866,0.0,0.0
2025-07-22 02:00:00+00:00,3400.800048828125,3405.199951171875,3400.199951171875,3403.5,2391,0.0,0.0
2025-07-22 02:30:00+00:00,3403.699951171875,3405.800048828125,3402.300048828125,3405.699951171875,1751,0.0,0.0
2025-07-22 03:00:00+00:00,3405.60009765625,3405.89990234375,3401.89990234375,3403.699951171875,1451,0.0,0.0
2025-07-22 03:30:00+00:00,3403.699951171875,3406.60009765625,3402.60009765625,3405.60009765625,2203,0.0,0.0
2025-07-22 04:00:00+00:00,3405.60009765625,3405.60009765625,3401.10009765625,3402.60009765625,1801,0.0,0.0
2025-07-22 04:30:00+00:00,3402.60009765625,3404.89990234375,3401.0,3404.5,1705,0.0,0.0
2025-07-22 05:00:00+00:00,3404.5,3405.199951171875,3400.199951171875,3401.0,1731,0.0,0.0
2025-07-22 05:30:00+00:00,3401.10009765625,3403.10009765625,3398.60009765625,3399.5,2503,0.0,0.0
2025-07-22 06:00:00+00:00,3399.39990234375,3401.199951171875,3397.60009765625,3397.89990234375,2446,0.0,0.0
2025-07-22 06:30:00+00:00,3397.800048828125,3400.300048828125,3396.60009765625,3397.39990234375,2288,0.0,0.0
2025-07-22 07:00:00+00:00,3397.300048828125,3398.89990234375,3395.60009765625,3395.89990234375,2908,0.0,0.0
2025-07-22 07:30:00+00:00,3395.800048828125,3399.300048828125,3395.39990234375,3399.300048828125,2531,0.0,0.0
2025-07-22 08:00:00+00:00,3399.300048828125,3401.699951171875,3398.0,3400.699951171875,2352,0.0,0.0
2025-07-22 08:30:00+00:00,3400.89990234375,3402.699951171875,3400.10009765625,3400.89990234375,3255,0.0,0.0
2025-07-22 09:00:00+00:00,3400.800048828125,3402.10009765625,3395.39990234375,3396.300048828125,5598,0.0,0.0
2025-07-22 09:30:00+00:00,3396.199951171875,3397.89990234375,3394.89990234375,3396.300048828125,3623,0.0,0.0
2025-07-22 10:00:00+00:00,3396.39990234375,3398.699951171875,3396.10009765625,3397.5,1246,0.0,0.0
2025-07-22 10:30:00+00:00,3397.60009765625,3398.300048828125,3396.300048828125,3396.39990234375,1268,0.0,0.0
2025-07-22 11:00:00+00:00,3396.5,3398.300048828125,3396.0,3396.89990234375,3682,0.0,0.0
2025-07-22 11:30:00+00:00,3396.89990234375,3401.39990234375,3396.0,3401.10009765625,3725,0.0,0.0
2025-07-22 12:00:00+00:00,3401.10009765625,3412.89990234375,3400.699951171875,3412.300048828125,11861,0.0,0.0
2025-07-22 12:30:00+00:00,3412.5,3419.800048828125,3409.199951171875,3419.300048828125,14554,0.0,0.0
2025-07-22 13:00:00+00:00,3419.300048828125,3426.60009765625,3418.10009765625,3426.39990234375,14867,0.0,0.0
2025-07-22 13:30:00+00:00,3427.699951171875,3433.10009765625,3422.199951171875,3423.10009765625,22973,0.0,0.0
2025-07-22 14:00:00+00:00,3423.10009765625,3436.699951171875,3415.699951171875,3435.39990234375,17926,0.0,0.0
2025-07-22 14:30:00+00:00,3440.699951171875,3442.0,3435.10009765625,3440.0,14778,0.0,0.0
2025-07-22 15:00:00+00:00,3439.89990234375,3446.5,3437.60009765625,3439.39990234375,12533,0.0,0.0
2025-07-22 15:30:00+00:00,3439.300048828125,3441.39990234375,3438.0,3439.699951171875,3528,0.0,0.0
2025-07-22 16:00:00+00:00,3441.10009765625,3445.199951171875,3440.300048828125,3441.5,7862,0.0,0.0
2025-07-22 16:30:00+00:00,3441.699951171875,3447.5,3441.5,3446.300048828125,5528,0.0,0.0
2025-07-22 17:00:00+00:00,3446.199951171875,3447.0,3440.0,3443.199951171875,8137,0.0,0.0
2025-07-22 17:30:00+00:00,3443.10009765625,3444.800048828125,3441.60009765625,3442.60009765625,2639,0.0,0.0
2025-07-22 18:00:00+00:00,3442.800048828125,3444.300048828125,3441.0,3442.699951171875,2202,0.0,0.0
2025-07-22 18:30:00+00:00,3442.60009765625,3443.800048828125,3441.199951171875,3442.199951171875,1710,0.0,0.0
2025-07-22 19:00:00+00:00,3442.10009765625,3444.39990234375,3441.5,3443.89990234375,1692,0.0,0.0
2025-07-22 19:30:00+00:00,3443.800048828125,3444.800048828125,3443.199951171875,3443.89990234375,2607,0.0,0.0
2025-07-22 20:00:00+00:00,3443.89990234375,3445.199951171875,3442.300048828125,3443.39990234375,2022,0.0,0.0
2025-07-22 20:30:00+00:00,3443.5,3444.5,3440.60009765625,3444.0,2277,0.0,0.0
2025-07-22 22:00:00+00:00,3444.300048828125,3445.199951171875,3441.300048828125,3442.199951171875,516,0.0,0.0
2025-07-22 22:30:00+00:00,3442.199951171875,3443.39990234375,3441.300048828125,3441.800048828125,617,0.0,0.0
2025-07-22 23:00:00+00:00,3442.10009765625,3446.89990234375,3440.89990234375,3442.10009765625,1880,0.0,0.0
2025-07-22 23:30:00+00:00,3442.199951171875,3442.89990234375,3438.300048828125,3439.39990234375,1931,0.0,0.0
2025-07-23 00:00:00+00:00,3439.300048828125,3451.699951171875,3439.0,3445.60009765625,5395,0.0,0.0
2025-07-23 00:30:00+00:00,3445.5,3446.39990234375,3441.60009765625,3442.199951171875,2836,0.0,0.0
2025-07-23 01:00:00+00:00,3442.10009765625,3443.60009765625,3435.0,3438.60009765625,6254,0.0,0.0
2025-07-23 01:30:00+00:00,3438.300048828125,3439.199951171875,3434.89990234375,3435.10009765625,3009,0.0,0.0
2025-07-23 02:00:00+00:00,3435.10009765625,3437.60009765625,3434.10009765625,3435.39990234375,2619,0.0,0.0
2025-07-23 02:30:00+00:00,3435.5,3438.89990234375,3433.300048828125,3436.89990234375,2260,0.0,0.0
2025-07-23 03:00:00+00:00,3436.800048828125,3442.199951171875,3436.800048828125,3442.0,2078,0.0,0.0
2025-07-23 03:30:00+00:00,3442.0,3442.699951171875,3437.10009765625,3437.5,2092,0.0,0.0
2025-07-23 04:00:00+00:00,3436.800048828125,3438.699951171875,3435.60009765625,3437.199951171875,1862,0.0,0.0
2025-07-23 04:30:00+00:00,3437.10009765625,3437.89990234375,3435.10009765625,3436.699951171875,980,0.0,0.0
2025-07-23 05:00:00+00:00,3436.800048828125,3436.89990234375,3433.800048828125,3436.0,1336,0.0,0.0
2025-07-23 05:30:00+00:00,3435.89990234375,3436.199951171875,3429.800048828125,3434.0,4476,0.0,0.0
2025-07-23 06:00:00+00:00,3434.5,3438.5,3434.199951171875,3437.60009765625,2733,0.0,0.0
2025-07-23 06:30:00+00:00,3438.0,3438.800048828125,3433.199951171875,3438.0,3515,0.0,0.0
2025-07-23 07:00:00+00:00,3437.800048828125,3443.10009765625,3435.60009765625,3440.800048828125,6109,0.0,0.0
2025-07-23 07:30:00+00:00,3440.89990234375,3442.300048828125,3433.5,3434.300048828125,2772,0.0,0.0
2025-07-23 08:00:00+00:00,3434.39990234375,3440.800048828125,3434.10009765625,3436.300048828125,3972,0.0,0.0
2025-07-23 08:30:00+00:00,3436.300048828125,3440.5,3436.0,3440.300048828125,7271,0.0,0.0
2025-07-23 09:00:00+00:00,3440.199951171875,3445.800048828125,3440.10009765625,3443.5,4087,0.0,0.0
2025-07-23 09:30:00+00:00,3443.5,3445.199951171875,3441.89990234375,3444.199951171875,2411,0.0,0.0
2025-07-23 10:00:00+00:00,3444.199951171875,3444.60009765625,3434.60009765625,3435.800048828125,6955,0.0,0.0
2025-07-23 10:30:00+00:00,3436.10009765625,3437.10009765625,3433.39990234375,3435.199951171875,3229,0.0,0.0
2025-07-23 11:00:00+00:00,3435.199951171875,3437.39990234375,3432.39990234375,3437.199951171875,4733,0.0,0.0
2025-07-23 11:30:00+00:00,3437.300048828125,3442.800048828125,3437.300048828125,3440.5,4008,0.0,0.0
2025-07-23 12:00:00+00:00,3440.5,3442.0,3435.39990234375,3437.0,4878,0.0,0.0
2025-07-23 12:30:00+00:00,3437.10009765625,3438.800048828125,3429.39990234375,3429.89990234375,9470,0.0,0.0
2025-07-23 13:00:00+00:00,3429.800048828125,3430.5,3416.699951171875,3418.5,23490,0.0,0.0
2025-07-23 13:30:00+00:00,3418.39990234375,3424.199951171875,3414.60009765625,3422.699951171875,15018,0.0,0.0
2025-07-23 14:00:00+00:00,3422.699951171875,3430.0,3420.0,3421.39990234375,12558,0.0,0.0
2025-07-23 14:30:00+00:00,3421.300048828125,3426.699951171875,3419.89990234375,3422.89990234375,6306,0.0,0.0
2025-07-23 15:00:00+00:00,3422.800048828125,3425.800048828125,3420.199951171875,3422.39990234375,5611,0.0,0.0
2025-07-23 15:30:00+00:00,3422.60009765625,3423.800048828125,3406.300048828125,3406.300048828125,14255,0.0,0.0
2025-07-23 16:00:00+00:00,3406.5,3406.5,3390.60009765625,3393.0,34277,0.0,0.0
2025-07-23 16:30:00+00:00,3392.800048828125,3400.60009765625,3390.89990234375,3396.199951171875,12275,0.0,0.0
2025-07-23 17:00:00+00:00,3396.10009765625,3399.800048828125,3394.10009765625,3398.0,7905,0.0,0.0
2025-07-23 17:30:00+00:00,3398.0,3404.0,3395.0,3402.300048828125,5142,0.0,0.0
2025-07-23 18:00:00+00:00,3402.300048828125,3404.39990234375,3400.60009765625,3402.800048828125,2492,0.0,0.0
2025-07-23 18:30:00+00:00,3402.89990234375,3405.0,3402.0,3402.699951171875,1794,0.0,0.0
2025-07-23 19:00:00+00:00,3402.800048828125,3405.199951171875,3400.39990234375,3400.699951171875,2468,0.0,0.0
2025-07-23 19:30:00+00:00,3400.60009765625,3402.0,3399.199951171875,3400.39990234375,2222,0.0,0.0
2025-07-23 20:00:00+00:00,3400.5,3400.699951171875,3398.300048828125,3399.0,1407,0.0,0.0
2025-07-23 20:30:00+00:00,3398.89990234375,3400.60009765625,3396.60009765625,3397.5,1486,0.0,0.0
2025-07-23 22:00:00+00:00,3398.60009765625,3401.10009765625,3396.300048828125,3397.199951171875,1451,0.0,0.0
2025-07-23 22:30:00+00:00,3397.199951171875,3398.0,3394.89990234375,3395.300048828125,803,0.0,0.0
2025-07-23 23:00:00+00:00,3395.300048828125,3398.699951171875,3394.89990234375,3398.199951171875,990,0.0,0.0
2025-07-23 23:30:00+00:00,3398.199951171875,3399.199951171875,3396.10009765625,3397.10009765625,942,0.0,0.0
2025-07-24 00:00:00+00:00,3397.199951171875,3400.300048828125,3395.5,3396.5,1415,0.0,0.0
2025-07-24 00:30:00+00:00,3396.300048828125,3399.800048828125,3395.5,3399.10009765625,1257,0.0,0.0
2025-07-24 01:00:00+00:00,3399.199951171875,3400.300048828125,3389.800048828125,3394.800048828125,4689,0.0,0.0
2025-07-24 01:30:00+00:00,3394.699951171875,3396.699951171875,3391.800048828125,3392.89990234375,2847,0.0,0.0
2025-07-24 02:00:00+00:00,3393.0,3394.199951171875,3385.5,3392.699951171875,4616,0.0,0.0
2025-07-24 02:30:00+00:00,3392.800048828125,3393.800048828125,3387.5,3388.800048828125,4084,0.0,0.0
2025-07-24 03:00:00+00:00,3388.89990234375,3388.89990234375,3379.10009765625,3385.10009765625,5116,0.0,0.0
2025-07-24 03:30:00+00:00,3385.199951171875,3390.800048828125,3384.5,3388.800048828125,1573,0.0,0.0
2025-07-24 04:00:00+00:00,3388.5,3390.0,3387.39990234375,3388.60009765625,918,0.0,0.0
2025-07-24 04:30:00+00:00,3388.5,3389.39990234375,3385.800048828125,3387.39990234375,1266,0.0,0.0
2025-07-24 05:00:00+00:00,3387.5,3387.699951171875,3383.199951171875,3385.800048828125,1760,0.0,0.0
2025-07-24 05:30:00+00:00,3385.89990234375,3387.199951171875,3380.699951171875,3385.199951171875,3274,0.0,0.0
2025-07-24 06:00:00+00:00,3385.300048828125,3385.60009765625,3377.800048828125,3378.39990234375,3113,0.0,0.0
2025-07-24 06:30:00+00:00,3378.5,3382.60009765625,3376.39990234375,3381.10009765625,3280,0.0,0.0
2025-07-24 07:00:00+00:00,3381.10009765625,3383.199951171875,3378.5,3381.699951171875,2571,0.0,0.0
2025-07-24 07:30:00+00:00,3381.60009765625,3382.800048828125,3379.39990234375,3382.300048828125,2591,0.0,0.0
